entrez_id	obsolete_entrez_id	obsolete_symbol
642356	650931	LOC650931
-	650932	LOC650932
-	650933	LOC650933
390735	650934	LOC650934
-	650935	LOC650935
644776	650936	LOC650936
645617	650937	LOC650937
-	650938	LOC650938
146880	650939	LOC650939
646065	650940	LOC650940
-	650942	LOC650942
-	650943	LOC650943
645227	650944	LOC650944
-	650946	LOC650946
-	650947	LOC650947
642388	650948	LOC650948
643712	650950	LOC650950
-	650951	LOC650951
-	650952	LOC650952
-	650953	LOC650953
645688	650954	LOC650954
-	650955	LOC650955
-	650956	LOC650956
645485	650957	LOC650957
-	650958	LOC650958
645688	650959	LOC650959
-	650960	LOC650960
644990	650961	LOC650961
-	650962	LOC650962
391183	650964	LOC650964
646035	650965	LOC650965
-	650966	LOC650966
643669	650967	LOC650967
-	650968	LOC650968
646179	650969	LOC650969
643749	650970	LOC650970
642620	650971	LOC650971
-	650972	LOC650972
643759	650973	LOC650973
390502	650974	LOC650974
-	650975	LOC650975
-	650976	LOC650976
645680	650977	LOC650977
642513	650978	LOC650978
646795	650979	LOC650979
344813	650980	LOC650980
643394	650981	SPINK9
646567	650982	LOC650982
645722	650984	LOC650984
-	650985	LOC650985
729955	650986	LOC650986
643951	650987	LOC650987
645237	650988	LOC650988
646168	650990	LOC650990
646572	650991	LOC650991
646184	650992	LOC650992
643296	650993	LOC650993
401730	650994	LOC650994
-	650995	LOC650995
645047	650997	LOC650997
645033	650998	LOC650998
645291	650999	LOC650999
644030	651000	LOC651000
-	651001	LOC651001
645991	651002	LOC651002
646140	651003	LOC651003
128615	651004	LOC651004
100312798	651005	LOC651005
646827	651006	LOC651006
646078	651007	LOC651007
-	651008	LOC651008
-	651009	LOC651009
646201	651010	LOC651010
645065	651011	LOC651011
645055	651012	LOC651012
-	651013	LOC651013
646208	651015	LOC651015
-	651016	LOC651016
-	651017	LOC651017
344320	651020	LOC651020
645264	651021	LOC651021
-	651022	LOC651022
647044	651023	LOC651023
125371	651024	LOC651024
-	651025	LOC651025
129402	651027	LOC651027
645101	651028	LOC651028
-	651029	LOC651029
-	651030	LOC651030
-	651031	LOC651031
644877	651032	LOC651032
-	651033	LOC651033
642770	651034	LOC651034
646174	651035	LOC651035
-	651036	LOC651036
-	651037	LOC651037
-	651038	LOC651038
645364	651040	LOC651040
645432	651041	LOC651041
-	651042	LOC651042
-	651044	LOC651044
-	651046	LOC651046
645437	651047	LOC651047
644050	651048	LOC651048
100270869	651049	LOC651049
643859	651050	LOC651050
-	651051	LOC651051
643866	651052	LOC651052
284167	651054	LOC651054
-	651055	LOC651055
645804	651056	LOC651056
646392	651057	LOC651057
645104	651058	LOC651058
-	651059	LOC651059
440005	651060	LOC651060
646171	651061	LOC651061
644524	651062	LOC651062
-	651063	LOC651063
729973	651064	LOC651064
-	651065	LOC651065
645108	651066	LOC651066
643884	651067	LOC651067
440459	651069	LOC651069
442171	651070	LOC651070
647051	651072	LOC651072
-	651073	LOC651073
646597	651074	LOC651074
646185	651075	LOC651075
644096	651076	LOC651076
645794	651077	LOC651077
388460	651078	LOC651078
-	651079	LOC651079
644169	651080	LOC651080
646131	651081	LOC651081
646061	651082	LOC651082
644099	651083	LOC651083
-	651084	LOC651084
646088	651085	LOC651085
-	651086	LOC651086
644920	651087	LOC651087
645155	651089	LOC651089
645335	651090	LOC651090
-	651091	LOC651091
-	651092	LOC651092
646203	651093	LOC651093
645342	651094	LOC651094
644935	651095	LOC651095
-	651096	LOC651096
643437	651097	LOC651097
645825	651098	LOC651098
644160	651099	LOC651099
-	651100	LOC651100
-	651101	LOC651101
148003	651102	LOC651102
401767	651103	LOC651103
646237	651104	LOC651104
646851	651105	LOC651105
-	651106	LOC651106
645468	651107	LOC651107
647041	651108	LOC651108
645313	651109	LOC651109
646432	651110	LOC651110
645927	651111	LOC651111
-	651112	LOC651112
645953	651113	LOC651113
-	651114	LOC651114
645164	651115	LOC651115
-	651116	LOC651116
646119	651117	LOC651117
-	651118	LOC651118
646295	651119	LOC651119
-	651120	LOC651120
646107	651121	LOC651121
647116	651122	LOC651122
-	651123	LOC651123
644978	651124	LOC651124
-	651125	LOC651125
-	651126	LOC651126
643954	651127	LOC651127
646288	651128	LOC651128
342346	651129	LOC651129
645294	651130	LOC651130
-	651131	LOC651131
645174	651132	LOC651132
-	651133	LOC651133
645950	651134	LOC651134
-	651135	LOC651135
-	651137	LOC651137
-	651138	LOC651138
-	651139	LOC651139
134466	651140	LOC651140
-	651141	LOC651141
645862	651142	LOC651142
440525	651143	LOC651143
646624	651145	LOC651145
729668	651146	LOC651146
642550	651147	LOC651147
401825	651148	LOC651148
646163	651149	LOC651149
-	651150	LOC651150
644194	651151	LOC651151
344978	651154	LOC651154
-	651155	LOC651155
-	651156	LOC651156
-	651157	LOC651157
-	651158	LOC651158
644255	651159	LOC651159
729708	651161	LOC651161
646285	651162	LOC651162
645949	651163	LOC651163
-	651164	LOC651164
-	651166	LOC651166
-	651167	LOC651167
643008	651168	LOC651168
646007	651169	LOC651169
645024	651170	LOC651170
-	651171	LOC651171
642757	651172	LOC651172
642769	651173	LOC651173
-	651175	LOC651175
-	651176	LOC651176
-	651177	LOC651177
645441	651178	LOC651178
645940	651179	LOC651179
646357	651180	LOC651180
-	651181	LOC651181
100289158	651182	LOC651182
-	651183	LOC651183
-	651184	LOC651184
-	651185	LOC651185
-	651186	LOC651186
-	651187	LOC651187
-	651188	LOC651188
-	651189	LOC651189
645946	651190	LOC651190
645668	651191	LOC651191
342892	651192	LOC651192
-	651193	LOC651193
645912	651194	LOC651194
-	651195	LOC651195
-	651196	LOC651196
-	651197	LOC651197
-	651198	LOC651198
645954	651199	LOC651199
283310	651200	LOC651200
647137	651201	LOC651201
284230	651202	LOC651202
-	651203	LOC651203
-	651204	LOC651204
-	651205	LOC651205
645621	651206	LOC651206
-	651207	LOC651207
-	651208	LOC651208
646175	651209	LOC651209
643324	651210	LOC651210
644101	651211	LOC651211
-	651212	LOC651212
-	651213	LOC651213
-	651214	LOC651214
643334	651215	LOC651215
344787	651216	LOC651216
-	651217	LOC651217
646390	651218	LOC651218
-	651219	LOC651219
-	651220	LOC651220
646246	651221	LOC651221
642703	651223	LOC651223
645466	651224	LOC651224
390386	651226	LOC651226
645984	651227	LOC651227
-	651228	LOC651228
-	651229	LOC651229
646255	651230	LOC651230
645662	651231	LOC651231
645326	651232	LOC651232
-	651234	LOC651234
-	651236	LOC651236
347281	651237	LOC651237
-	651238	LOC651238
646405	651239	LOC651239
646912	651240	LOC651240
23089	651242	LOC651242
647070	651243	LOC651243
-	651244	LOC651244
645138	651245	LOC651245
645690	651246	LOC651246
-	651247	LOC651247
-	651248	LOC651248
643387	651251	LOC651251
-	651252	LOC651252
645968	651253	LOC651253
729779	651255	LOC651255
643159	651256	LOC651256
645740	651257	LOC651257
646547	651259	LOC651259
645973	651261	LOC651261
-	651262	LOC651262
-	651263	LOC651263
645754	651265	LOC651265
-	651266	LOC651266
643844	651267	LOC651267
-	651268	LOC651268
171427	651270	LOC651270
391722	651271	LOC651271
171523	651272	LOC651272
646034	651273	LOC651273
644223	651274	LOC651274
391334	651275	LOC651275
646560	651276	LOC651276
-	651277	LOC651277
-	651278	LOC651278
644820	651279	LOC651279
-	651280	LOC651280
-	651281	LOC651281
646049	651283	LOC651283
646927	651285	LOC651285
-	651286	LOC651286
-	651287	LOC651287
-	651288	LOC651288
646055	651289	LOC651289
-	651291	LOC651291
132203	651293	LOC651293
646299	651294	LOC651294
-	651296	LOC651296
-	651298	LOC651298
-	651299	LOC651299
-	651300	LOC651300
-	651301	LOC651301
-	651303	LOC651303
646378	651304	LOC651304
-	651305	LOC651305
646452	651306	LOC651306
-	651307	LOC651307
-	651308	LOC651308
-	651309	LOC651309
441550	651310	LOC651310
646383	651311	LOC651311
-	651312	LOC651312
-	651313	LOC651313
-	651314	LOC651314
-	651315	LOC651315
644295	651316	LOC651316
642415	651317	LOC651317
643721	651318	LOC651318
-	651319	LOC651319
439953	651320	LOC651320
645832	651321	LOC651321
644554	651322	LOC651322
644303	651323	LOC651323
-	651324	LOC651324
100507588	651325	LOC651325
645235	651326	LOC651326
-	651327	LOC651327
402143	651328	LOC651328
643283	651329	LOC651329
147975	651330	LOC651330
645951	651331	LOC651331
-	651332	LOC651332
644602	651333	LOC651333
-	651334	LOC651334
646482	651335	LOC651335
79813	651338	LOC651338
-	651339	LOC651339
-	651341	LOC651341
644620	651342	LOC651342
-	651344	LOC651344
-	651345	LOC651345
-	651346	LOC651346
59339	651347	LOC651347
-	651348	LOC651348
124923	651349	LOC651349
646496	651350	LOC651350
-	651351	LOC651351
-	651353	LOC651353
-	651354	LOC651354
644384	651355	LOC651355
390594	651356	LOC651356
-	651357	LOC651357
645433	651358	LOC651358
644408	651359	LOC651359
644661	651360	LOC651360
-	651361	LOC651361
255926	651362	LOC651362
-	651363	LOC651363
390595	651364	LOC651364
646612	651365	LOC651365
646160	651366	LOC651366
641614	651367	LOC651367
-	651368	LOC651368
-	651369	LOC651369
-	651370	LOC651370
-	651371	LOC651371
-	651372	LOC651372
128820	651373	LOC651373
646619	651374	LOC651374
644656	651375	LOC651375
442181	651376	LOC651376
-	651377	LOC651377
644664	651378	LOC651378
-	651379	LOC651379
646509	651380	LOC651380
-	651381	LOC651381
644698	651382	LOC651382
-	651384	LOC651384
440027	651385	LOC651385
-	651386	LOC651386
646192	651388	LOC651388
-	651390	LOC651390
644691	651391	LOC651391
646527	651392	LOC651392
645314	651393	LOC651393
644723	651394	LOC651394
646358	651395	LOC651395
-	651396	LOC651396
-	651397	LOC651397
-	651398	LOC651398
-	651400	LOC651400
-	651401	LOC651401
644502	651402	LOC651402
-	651403	LOC651403
-	651404	LOC651404
442078	651405	LOC651405
-	651406	LOC651406
-	651407	LOC651407
441880	651408	LOC651408
646207	651409	LOC651409
-	651410	LOC651410
646641	651411	LOC651411
-	651412	LOC651412
149086	651413	LOC651413
646213	651414	LOC651414
-	651415	LOC651415
645942	651416	LOC651416
646196	651417	LOC651417
100287191	651418	LOC651418
-	651419	LOC651419
646218	651420	LOC651420
-	651421	LOC651421
-	651423	LOC651423
642567	651424	LOC651424
388210	651425	LOC651425
643081	651426	LOC651426
646550	651427	LOC651427
122589	651428	LOC651428
647197	651429	LOC651429
644570	651431	LOC651431
343332	651432	LOC651432
646225	651433	LOC651433
-	651434	LOC651434
-	651435	LOC651435
654350	651436	LOC651436
647119	651437	LOC651437
122592	651439	LOC651439
644198	651440	LOC651440
-	651441	LOC651441
646294	651443	LOC651443
345471	651444	LOC651444
-	651446	LOC651446
644770	651447	LOC651447
390597	651449	LOC651449
645963	651450	LOC651450
-	651451	LOC651451
347292	651453	LOC651453
647125	651454	LOC651454
643153	651455	LOC651455
-	651456	LOC651456
-	651457	LOC651457
644584	651459	LOC651459
-	651460	LOC651460
645548	651462	LOC651462
-	651463	LOC651463
646573	651464	LOC651464
646248	651465	LOC651465
-	651466	LOC651466
646251	651467	LOC651467
645594	651468	LOC651468
402569	651469	LOC651469
644616	651470	LOC651470
642843	651471	LOC651471
645571	651472	LOC651472
-	651473	LOC651473
647132	651474	LOC651474
646522	651475	LOC651475
440423	651476	LOC651476
342900	651477	LOC651477
392214	651479	LOC651479
339483	651480	LOC651480
-	651481	LOC651481
646685	651482	LOC651482
-	651483	LOC651483
-	651484	LOC651484
343338	651486	LOC651486
-	651487	LOC651487
646261	651488	LOC651488
643237	651489	LOC651489
-	651490	LOC651490
440423	651491	LOC651491
645641	651492	LOC651492
-	651493	LOC651493
729993	651494	LOC651494
22997	651495	LOC651495
-	651496	LOC651496
643484	651497	LOC651497
646600	651498	LOC651498
643264	651500	LOC651500
-	651501	LOC651501
644351	651502	LOC651502
26695	651503	LOC651503
644715	651504	LOC651504
28876	651505	LOC651505
-	651506	LOC651506
-	651507	LOC651507
-	651508	LOC651508
646309	651511	LOC651511
-	651512	LOC651512
647149	651513	LOC651513
646291	651514	LOC651514
-	651515	LOC651515
-	651516	LOC651516
642740	651517	LOC651517
-	651518	LOC651518
-	651519	LOC651519
643045	651520	LOC651520
647150	651521	LOC651521
-	651522	LOC651522
645650	651523	LOC651523
-	651524	LOC651524
646472	651525	LOC651525
-	651526	LOC651526
646366	651527	LOC651527
646348	651528	LOC651528
-	651529	LOC651529
646352	651530	LOC651530
-	651531	LOC651531
-	651532	LOC651532
644853	651533	LOC651533
643339	651534	LOC651534
645716	651535	LOC651535
28782	651536	LOC651536
-	651537	LOC651537
646360	651538	LOC651538
391584	651540	LOC651540
-	651541	LOC651541
644923	651542	LOC651542
219752	651543	LOC651543
644765	651544	LOC651544
-	651545	LOC651545
642434	651546	LOC651546
-	651547	LOC651547
-	651548	LOC651548
-	651549	LOC651549
646578	651550	LOC651550
646730	651551	LOC651551
-	651552	LOC651552
647052	651553	LOC651553
647161	651554	LOC651554
-	651555	LOC651555
-	651556	LOC651556
-	651557	LOC651557
-	651558	LOC651558
642969	651559	LOC651559
646625	651560	LOC651560
647237	651561	LOC651561
-	651562	LOC651562
-	651563	LOC651563
644500	651564	LOC651564
647165	651565	LOC651565
645715	651566	LOC651566
-	651568	LOC651568
647167	651571	LOC651571
646630	651572	LOC651572
-	651573	LOC651573
442338	651574	LOC651574
-	651575	LOC651575
647059	651576	LOC651576
647240	651577	LOC651577
-	651578	LOC651578
-	651579	LOC651579
-	651580	LOC651580
-	651581	LOC651581
-	651582	LOC651582
-	651583	LOC651583
-	651584	LOC651584
-	651586	LOC651586
643642	651587	LOC651587
100287217	651588	LOC651588
647170	651589	LOC651589
340947	651590	LOC651590
-	651591	LOC651591
643654	651592	LOC651592
-	651593	LOC651593
643427	651594	LOC651594
-	651595	LOC651595
-	651596	LOC651596
642372	651597	LOC651597
644996	651599	LOC651599
-	651601	LOC651601
-	651602	LOC651602
-	651603	LOC651603
-	651605	LOC651605
-	651606	LOC651606
-	651607	LOC651607
-	651608	LOC651608
-	651609	LOC651609
-	651610	LOC651610
-	651611	LOC651611
-	651612	LOC651612
646157	651613	LOC651613
646751	651614	LOC651614
-	651615	LOC651615
-	651616	LOC651616
-	651617	LOC651617
341784	651618	LOC651618
-	651619	LOC651619
-	651620	LOC651620
-	651621	LOC651621
-	651622	LOC651622
643105	651623	LOC651623
-	651624	LOC651624
645807	651625	LOC651625
-	651626	LOC651626
-	651629	LOC651629
-	651630	LOC651630
644992	651631	LOC651631
-	651632	LOC651632
-	651633	LOC651633
643531	651634	LOC651634
-	651635	LOC651635
-	651636	LOC651636
645001	651637	LOC651637
-	651638	LOC651638
-	651639	LOC651639
-	651641	LOC651641
338750	651642	LOC651642
643154	651643	LOC651643
-	651645	LOC651645
643301	651646	LOC651646
-	651647	LOC651647
-	651648	LOC651648
646574	651649	LOC651649
-	651650	LOC651650
645583	651651	LOC651651
-	651652	LOC651652
644921	651653	LOC651653
-	651654	LOC651654
647251	651655	LOC651655
285442	651656	LOC651656
643343	651657	LOC651657
647195	651658	LOC651658
-	651659	LOC651659
-	651660	LOC651660
-	651661	LOC651661
-	651662	LOC651662
-	651663	LOC651663
643354	651664	LOC651664
388015	651665	LOC651665
-	651667	LOC651667
645607	651668	LOC651668
-	651669	LOC651669
642759	651670	LOC651670
646489	651671	LOC651671
-	651672	LOC651672
-	651674	LOC651674
-	651675	LOC651675
389156	651676	LOC651676
644965	651677	LOC651677
-	651678	LOC651678
-	651679	LOC651679
-	651680	LOC651680
144535	651681	LOC651681
80022	651682	LOC651682
-	651683	LOC651683
647201	651684	LOC651684
-	651685	LOC651685
-	651686	LOC651686
-	651687	LOC651687
647201	651688	LOC651688
440981	651689	LOC651689
-	651690	LOC651690
-	651691	LOC651691
-	651692	LOC651692
-	651693	LOC651693
643260	651694	LOC651694
643417	651695	LOC651695
-	651696	LOC651696
-	651697	LOC651697
642698	651698	LOC651698
-	651701	LOC651701
-	651702	LOC651702
645943	651703	LOC651703
-	651704	LOC651704
-	651705	LOC651705
646536	651706	LOC651706
26353	651707	LOC651707
387756	651708	LOC651708
-	651709	LOC651709
-	651711	LOC651711
100133037	651712	LOC651712
-	651713	LOC651713
-	651715	LOC651715
-	651716	LOC651716
643720	651717	LOC651717
345630	651718	LOC651718
-	651719	LOC651719
-	651720	LOC651720
105371401	651721	LOC651721
400385	651722	LOC651722
342618	651723	LOC651723
-	651724	LOC651724
646553	651725	LOC651725
-	651726	LOC651726
-	651727	LOC651727
647215	651728	LOC651728
-	651729	LOC651729
-	651730	LOC651730
647215	651731	LOC651731
-	651732	LOC651732
644226	651733	LOC651733
-	651734	LOC651734
-	651735	LOC651735
-	651736	LOC651736
121456	651737	LOC651737
-	651738	LOC651738
-	651739	LOC651739
646563	651740	LOC651740
-	651741	LOC651741
729347	651742	LOC651742
643770	651743	LOC651743
645086	651744	LOC651744
-	651745	LOC651745
-	651747	LOC651747
-	651748	LOC651748
647219	651749	LOC651749
645763	651750	LOC651750
-	651751	LOC651751
646570	651752	LOC651752
643803	651753	LOC651753
144100	651754	LOC651754
646755	651755	LOC651755
440706	651756	LOC651756
646758	651757	LOC651757
-	651758	LOC651758
643812	651759	LOC651759
-	651760	LOC651760
400388	651761	LOC651761
642885	651762	LOC651762
-	651763	LOC651763
645317	651764	LOC651764
-	651765	LOC651765
-	651766	LOC651766
400389	651767	LOC651767
644302	651768	LOC651768
81109	651769	LOC651769
-	651770	LOC651770
-	651771	LOC651771
-	651772	LOC651772
-	651773	LOC651773
-	651774	LOC651774
645149	651775	LOC651775
-	651776	LOC651776
-	651777	LOC651777
-	651778	LOC651778
645175	651779	LOC651779
644937	651781	LOC651781
646678	651782	LOC651782
391026	651783	LOC651783
2285	651786	LOC651786
-	651787	LOC651787
344967	651788	LOC651788
-	651789	LOC651789
-	651790	LOC651790
-	651791	LOC651791
-	651792	LOC651792
645178	651793	LOC651793
-	651794	LOC651794
-	651795	LOC651795
-	651796	LOC651796
-	651798	LOC651798
344382	651799	LOC651799
646903	651800	LOC651800
644994	651801	LOC651801
646799	651802	LOC651802
-	651803	LOC651803
-	651804	LOC651804
646908	651805	LOC651805
391739	651806	LOC651806
-	651807	LOC651807
-	651808	LOC651808
-	651809	LOC651809
647243	651810	LOC651810
-	651811	LOC651811
285588	651812	LOC651812
647246	651813	LOC651813
644040	651814	LOC651814
-	651816	LOC651816
644049	651817	LOC651817
-	651818	LOC651818
147710	651819	LOC651819
-	651820	LOC651820
-	651821	LOC651821
-	651822	LOC651822
-	651823	LOC651823
646640	651824	LOC651824
-	651825	LOC651825
-	651826	LOC651826
442263	651828	LOC651828
645397	651829	LOC651829
-	651830	LOC651830
401218	651831	LOC651831
-	651832	LOC651832
390099	651833	LOC651833
-	651834	LOC651834
647250	651835	LOC651835
645415	651836	LOC651836
390101	651837	LOC651837
646668	651838	LOC651838
644171	651840	LOC651840
-	651841	LOC651841
643678	651842	LOC651842
645412	651843	LOC651843
646951	651844	LOC651844
-	651845	LOC651845
647252	651846	LOC651846
644185	651847	LOC651847
-	651848	LOC651848
645371	651849	LOC651849
-	651850	LOC651850
391155	651851	LOC651851
-	651852	LOC651852
-	651853	LOC651853
644203	651854	LOC651854
-	651855	LOC651855
-	651856	LOC651856
643993	651857	LOC651857
391850	651858	LOC651858
-	651859	LOC651859
100507135	651860	LOC651860
-	651861	LOC651861
340096	651863	LOC651863
-	651864	LOC651864
-	651865	LOC651865
391533	651866	LOC651866
-	651867	LOC651867
100509927	651868	LOC651868
643910	651869	LOC651869
-	651870	LOC651870
100506595	651871	LOC651871
285737	651872	LOC651872
646877	651873	LOC651873
646879	651875	LOC651875
-	651876	LOC651876
643285	651877	LOC651877
644068	651878	LOC651878
-	651879	LOC651879
646882	651880	LOC651880
644075	651881	LOC651881
728557	651882	LOC651882
646884	651883	LOC651883
644083	651884	LOC651884
390394	651885	LOC651885
146713	651886	LOC651886
-	651887	LOC651887
-	651888	LOC651888
644289	651889	LOC651889
-	651890	LOC651890
645434	651891	LOC651891
645497	651892	LOC651892
645440	651893	LOC651893
-	651894	LOC651894
646720	651895	LOC651895
-	651896	LOC651896
-	651897	LOC651897
28916	651898	LOC651898
645552	651899	LOC651899
100652929	651900	LOC651900
646992	651901	LOC651901
-	651902	LOC651902
642797	651903	LOC651903
645417	651904	LOC651904
-	651905	LOC651905
-	651906	LOC651906
-	651907	LOC651907
645581	651908	LOC651908
643495	651909	LOC651909
646910	651910	LOC651910
-	651911	LOC651911
-	651912	LOC651912
645553	651913	LOC651913
-	651914	LOC651914
-	651915	LOC651915
646315	651916	LOC651916
643407	651917	LOC651917
-	651918	LOC651918
442775	651919	LOC651919
-	651920	LOC651920
-	651921	LOC651921
388621	651922	LOC651922
-	651923	LOC651923
645503	651924	LOC651924
644107	651925	LOC651925
-	651926	LOC651926
647286	651927	LOC651927
28923	651928	LOC651928
442205	651929	LOC651929
-	651930	LOC651930
643449	651931	LOC651931
644137	651932	LOC651932
-	651933	LOC651933
642918	651935	LOC651935
-	651936	LOC651936
-	651937	LOC651937
647008	651938	LOC651938
643464	651939	LOC651939
-	651940	LOC651940
646933	651942	LOC651942
645557	651943	LOC651943
646766	651944	LOC651944
389168	651945	LOC651945
645565	651946	LOC651946
646937	651948	LOC651948
344760	651949	LOC651949
442505	651950	LOC651950
-	651951	LOC651951
-	651952	LOC651952
-	651953	LOC651953
-	651954	LOC651954
-	651955	LOC651955
645584	651956	LOC651956
-	651957	LOC651957
646944	651958	LOC651958
-	651959	LOC651959
729349	651960	LOC651960
28875	651961	LOC651961
643624	651962	LOC651962
390531	651963	IGHV1OR15-9
-	651964	LOC651964
100533706	651965	LOC651965
-	651966	LOC651966
-	651967	LOC651967
-	651968	LOC651968
646785	651970	LOC651970
644607	651971	LOC651971
644585	651972	LOC651972
647033	651973	LOC651973
-	651974	LOC651974
-	651975	LOC651975
646424	651976	LOC651976
57061	651977	LOC651977
-	651978	LOC651978
-	651979	LOC651979
647039	651980	LOC651980
-	651981	LOC651981
645730	651982	LOC651982
646790	651983	LOC651983
645398	651985	LOC651985
100288524	651986	LOC651986
-	651987	LOC651987
645755	651988	LOC651988
646815	651989	LOC651989
-	651990	LOC651990
-	651991	LOC651991
646450	651992	LOC651992
391589	651993	LOC651993
646819	651994	LOC651994
-	651995	LOC651995
-	651996	LOC651996
-	651997	LOC651997
644449	651998	LOC651998
646982	651999	LOC651999
152078	652000	LOC652000
-	652001	LOC652001
-	652002	LOC652002
-	652003	LOC652003
646990	652004	LOC652004
440297	652005	LOC652005
390358	652006	LOC652006
644746	652007	LOC652007
645749	652008	LOC652008
-	652009	LOC652009
3889	652010	LOC652010
-	652011	LOC652011
645846	652012	LOC652012
-	652013	LOC652013
646498	652014	LOC652014
-	652015	LOC652015
-	652018	LOC652018
79747	652019	LOC652019
646514	652020	LOC652020
644783	652021	LOC652021
-	652022	LOC652022
645891	652023	LOC652023
644805	652024	LOC652024
647000	652025	LOC652025
645818	652026	LOC652026
644590	652027	LOC652027
645830	652028	LOC652028
-	652029	LOC652029
-	652030	LOC652030
340260	652032	LOC652032
-	652033	LOC652033
-	652034	LOC652034
-	652035	LOC652035
646875	652036	LOC652036
388946	652037	LOC652037
-	652038	LOC652038
642287	652039	LOC652039
255275	652040	LOC652040
-	652041	LOC652041
-	652042	LOC652042
-	652043	LOC652043
100505530	652044	LOC652044
-	652045	LOC652045
-	652046	LOC652046
647084	652047	LOC652047
-	652048	LOC652048
-	652049	LOC652049
-	652050	LOC652050
-	652051	LOC652051
-	652053	LOC652053
-	652054	LOC652054
392617	652055	LOC652055
647031	652056	LOC652056
-	652057	LOC652057
-	652058	LOC652058
644743	652059	LOC652059
400751	652060	LOC652060
-	652061	LOC652061
-	652062	LOC652062
646008	652063	LOC652063
-	652065	LOC652065
645357	652066	LOC652066
-	652067	LOC652067
-	652068	LOC652068
-	652069	LOC652069
647099	652071	LOC652071
55501	652072	LOC652072
100288019	652073	LOC652073
-	652074	LOC652074
646907	652075	LOC652075
-	652076	LOC652076
-	652077	LOC652077
442654	652078	LOC652078
644790	652079	LOC652079
-	652080	LOC652080
-	652082	LOC652082
-	652083	LOC652083
-	652084	LOC652084
645958	652085	LOC652085
-	652086	LOC652086
-	652087	LOC652087
440956	652088	LOC652088
644808	652089	LOC652089
645967	652090	LOC652090
642493	652091	LOC652091
-	652092	LOC652092
647049	652093	LOC652093
-	652094	LOC652094
-	652095	LOC652095
642540	652097	LOC652097
647050	652098	LOC652098
-	652099	LOC652099
646077	652100	LOC652100
647109	652101	LOC652101
-	652102	LOC652102
642580	652103	LOC652103
646935	652105	LOC652105
28424	652106	LOC652106
646949	652107	LOC652107
-	652108	LOC652108
646936	652109	LOC652109
442210	652110	LOC652110
-	652111	LOC652111
-	652112	LOC652112
28423	652113	LOC652113
-	652114	LOC652114
-	652115	LOC652115
-	652117	LOC652117
646024	652118	LOC652118
-	652119	LOC652119
-	652120	LOC652120
130728	652121	LOC652121
441964	652122	LOC652122
-	652123	LOC652123
646109	652124	LOC652124
-	652125	LOC652125
28461	652126	LOC652126
-	652127	LOC652127
28392	652128	LOC652128
646120	652130	LOC652130
-	652131	LOC652131
401068	652132	LOC652132
-	652133	LOC652133
-	652134	LOC652134
-	652135	LOC652135
647130	652136	LOC652136
646130	652137	LOC652137
-	652138	LOC652138
-	652139	LOC652139
-	652140	LOC652140
-	652141	LOC652141
-	652142	LOC652142
-	652143	LOC652143
-	652144	LOC652144
-	652145	LOC652145
-	652146	LOC652146
-	652147	LOC652147
-	652148	LOC652148
391539	652149	LOC652149
-	652150	LOC652150
-	652151	LOC652151
-	652152	LOC652152
-	652153	LOC652153
644941	652154	LOC652154
-	652155	LOC652155
-	652156	LOC652156
-	652157	LOC652157
-	652158	LOC652158
-	652159	LOC652159
-	652160	LOC652160
-	652161	LOC652161
646104	652162	LOC652162
-	652163	LOC652163
-	652164	LOC652164
647080	652165	LOC652165
647085	652166	LOC652166
-	652167	LOC652167
-	652168	LOC652168
-	652169	LOC652169
644182	652171	LOC652171
163720	652172	LOC652172
-	652173	LOC652173
119722	652174	LOC652174
647014	652175	LOC652175
-	652176	LOC652176
-	652177	LOC652177
647092	652178	LOC652178
-	652179	LOC652179
647158	652180	LOC652180
-	652181	LOC652181
-	652182	LOC652182
647024	652183	LOC652183
-	652184	LOC652184
-	652185	LOC652185
-	652186	LOC652186
-	652187	LOC652187
647003	652188	LOC652188
-	652189	LOC652189
-	652190	LOC652190
-	652191	LOC652191
151825	652192	LOC652192
645279	652193	LOC652193
-	652194	LOC652194
-	652195	LOC652195
-	652196	LOC652196
647173	652197	LOC652197
-	652198	LOC652198
647016	652199	LOC652199
-	652200	LOC652200
646310	652201	LOC652201
-	652202	LOC652202
55073	652203	LOC652203
-	652204	LOC652204
646320	652205	LOC652205
-	652206	LOC652206
-	652207	LOC652207
646331	652208	LOC652208
-	652209	LOC652209
647113	652210	LOC652210
-	652211	LOC652211
-	652212	LOC652212
647043	652213	LOC652213
-	652214	LOC652214
-	652215	LOC652215
-	652216	LOC652216
646264	652217	LOC652217
646269	652218	LOC652218
-	652219	LOC652219
647038	652220	LOC652220
646274	652221	LOC652221
-	652222	LOC652222
-	652223	LOC652223
646388	652224	LOC652224
647131	652225	LOC652225
-	652226	LOC652226
-	652227	LOC652227
391541	652228	LOC652228
-	652229	LOC652229
391592	652230	LOC652230
-	652231	LOC652231
-	652232	LOC652232
-	652233	LOC652233
-	652234	LOC652234
-	652235	LOC652235
-	652236	LOC652236
645438	652237	LOC652237
-	652238	LOC652238
220429	652239	LOC652239
645275	652241	LOC652241
-	652242	LOC652242
645446	652243	LOC652243
645293	652244	LOC652244
643246	652245	LOC652245
344423	652246	LOC652246
647206	652247	LOC652247
645311	652248	LOC652248
646845	652249	LOC652249
-	652250	LOC652250
-	652251	LOC652251
-	652252	LOC652252
647074	652253	LOC652253
